photon_energy,axion_mass,flux
1.310810810810810745e+00,1.000000000000000000e+00,1.276546299957189268e+00
1.329729729729729693e+00,1.000000000000000000e+00,1.374494752238403228e+00
1.348648648648648640e+00,1.000000000000000000e+00,1.472799101222439955e+00
1.367567567567567366e+00,1.000000000000000000e+00,1.571316888168615922e+00
1.386486486486486314e+00,1.000000000000000000e+00,1.669919403561804794e+00
1.405405405405405483e+00,1.000000000000000000e+00,1.768489987941491037e+00
1.424324324324324431e+00,1.000000000000000000e+00,1.866922604038779188e+00
1.443243243243243157e+00,1.000000000000000000e+00,1.965120627557600974e+00
1.462162162162162105e+00,1.000000000000000000e+00,2.062995815948767575e+00
1.481081081081081052e+00,1.000000000000000000e+00,2.160467423402156584e+00
1.500000000000000000e+00,1.000000000000000000e+00,2.257461436940804589e+00
1.518918918918918726e+00,1.000000000000000000e+00,2.353909913558808853e+00
1.537837837837837673e+00,1.000000000000000000e+00,2.449750402237291791e+00
1.556756756756756621e+00,1.000000000000000000e+00,2.544925437697255877e+00
1.575675675675675569e+00,1.000000000000000000e+00,2.639382095125988315e+00
1.594594594594594517e+00,1.000000000000000000e+00,2.733071596997280750e+00
1.613513513513513464e+00,1.000000000000000000e+00,2.825948964612194914e+00
1.632432432432432412e+00,1.000000000000000000e+00,2.917972708201330700e+00
1.651351351351351360e+00,1.000000000000000000e+00,3.009104550415133250e+00
1.670270270270270307e+00,1.000000000000000000e+00,3.099309178833632217e+00
1.689189189189189033e+00,1.000000000000000000e+00,3.188554023789698100e+00
1.708108108108107981e+00,1.000000000000000000e+00,3.276809058347862180e+00
1.727027027027026929e+00,1.000000000000000000e+00,3.364046617735539701e+00
1.745945945945945876e+00,1.000000000000000000e+00,3.450241235905648463e+00
1.764864864864864602e+00,1.000000000000000000e+00,3.535369497228348035e+00
1.783783783783783550e+00,1.000000000000000000e+00,3.619409901580129763e+00
1.802702702702702720e+00,1.000000000000000000e+00,3.702342741327309117e+00
1.821621621621621667e+00,1.000000000000000000e+00,3.784149988895002537e+00
1.840540540540540393e+00,1.000000000000000000e+00,3.864815193779090219e+00
1.859459459459459341e+00,1.000000000000000000e+00,3.944323388000876562e+00
1.878378378378378288e+00,1.000000000000000000e+00,4.022660999126617121e+00
1.897297297297297236e+00,1.000000000000000000e+00,4.099815770079166199e+00
1.916216216216216184e+00,1.000000000000000000e+00,4.175776685060835547e+00
1.935135135135134909e+00,1.000000000000000000e+00,4.250533900984990510e+00
1.954054054054053857e+00,1.000000000000000000e+00,4.324078683883515239e+00
1.972972972972972805e+00,1.000000000000000000e+00,4.396403349816376149e+00
1.991891891891891975e+00,1.000000000000000000e+00,4.467501209862883016e+00
2.010810810810810256e+00,1.000000000000000000e+00,4.537366518819555772e+00
2.029729729729729204e+00,1.000000000000000000e+00,4.605994427269805236e+00
2.048648648648648152e+00,1.000000000000000000e+00,4.673380936726894141e+00
2.067567567567567099e+00,1.000000000000000000e+00,4.739522857581776272e+00
2.086486486486486491e+00,1.000000000000000000e+00,4.804417769616078360e+00
2.105405405405405439e+00,1.000000000000000000e+00,4.868063984864283711e+00
2.124324324324323943e+00,1.000000000000000000e+00,4.930460512631133163e+00
2.143243243243242890e+00,1.000000000000000000e+00,4.991607026489504939e+00
2.162162162162161838e+00,1.000000000000000000e+00,5.051503833100950303e+00
2.181081081081080786e+00,1.000000000000000000e+00,5.110151842716579296e+00
2.199999999999999734e+00,1.000000000000000000e+00,5.167552541229384566e+00
2.218918918918918681e+00,1.000000000000000000e+00,5.223707963661349041e+00
2.237837837837837629e+00,1.000000000000000000e+00,5.278620668979424835e+00
2.256756756756756577e+00,1.000000000000000000e+00,5.332293716144502760e+00
2.275675675675675524e+00,1.000000000000000000e+00,5.384730641305796262e+00
2.294594594594594028e+00,1.000000000000000000e+00,5.435935436061249071e+00
2.313513513513512976e+00,1.000000000000000000e+00,5.485912526711545389e+00
2.332432432432431924e+00,1.000000000000000000e+00,5.534666754441470715e+00
2.351351351351350871e+00,1.000000000000000000e+00,5.582203356368437674e+00
2.370270270270269819e+00,1.000000000000000000e+00,5.628527947402841569e+00
2.389189189189188767e+00,1.000000000000000000e+00,5.673646502869543973e+00
2.408108108108107714e+00,1.000000000000000000e+00,5.717565341844510485e+00
2.427027027027026662e+00,1.000000000000000000e+00,5.760291111163655664e+00
2.445945945945945166e+00,1.000000000000000000e+00,5.801830770065119935e+00
2.464864864864864558e+00,1.000000000000000000e+00,5.842191575428850925e+00
2.483783783783783505e+00,1.000000000000000000e+00,5.881381067580494282e+00
2.502702702702702453e+00,1.000000000000000000e+00,5.919407056628967823e+00
2.521621621621621401e+00,1.000000000000000000e+00,5.956277609309678311e+00
2.540540540540540349e+00,1.000000000000000000e+00,5.992001036307244455e+00
2.559459459459459296e+00,1.000000000000000000e+00,6.026585880033620057e+00
2.578378378378378244e+00,1.000000000000000000e+00,6.060040902839371135e+00
2.597297297297297192e+00,1.000000000000000000e+00,6.092375075637421311e+00
2.616216216216215695e+00,1.000000000000000000e+00,6.123597566919886326e+00
2.635135135135134643e+00,1.000000000000000000e+00,6.153717732150357556e+00
2.654054054054053591e+00,1.000000000000000000e+00,6.182745103514786678e+00
2.672972972972972538e+00,1.000000000000000000e+00,6.210689380015544714e+00
2.691891891891891486e+00,1.000000000000000000e+00,6.237560417894209230e+00
2.710810810810810434e+00,1.000000000000000000e+00,6.263368221369521649e+00
2.729729729729729382e+00,1.000000000000000000e+00,6.288122933677852799e+00
2.748648648648648329e+00,1.000000000000000000e+00,6.311834828404277786e+00
2.767567567567566833e+00,1.000000000000000000e+00,6.334514301093218336e+00
2.786486486486485781e+00,1.000000000000000000e+00,6.356171861128177447e+00
2.805405405405404728e+00,1.000000000000000000e+00,6.376818123870592991e+00
2.824324324324323676e+00,1.000000000000000000e+00,6.396463803048848540e+00
2.843243243243242624e+00,1.000000000000000000e+00,6.415119703388397987e+00
2.862162162162162016e+00,1.000000000000000000e+00,6.432796713474887795e+00
2.881081081081080963e+00,1.000000000000000000e+00,6.449505798842567472e+00
2.899999999999999911e+00,1.000000000000000000e+00,6.465257995280407677e+00
2.918918918918918859e+00,1.000000000000000000e+00,6.480064402349117181e+00
2.937837837837837363e+00,1.000000000000000000e+00,6.493936177102203722e+00
2.956756756756756310e+00,1.000000000000000000e+00,6.506884528005034696e+00
2.975675675675675258e+00,1.000000000000000000e+00,6.518920709045583628e+00
2.994594594594594206e+00,1.000000000000000000e+00,6.530056014031348610e+00
3.013513513513513153e+00,1.000000000000000000e+00,6.540301771066816094e+00
3.032432432432432101e+00,1.000000000000000000e+00,6.549669337206435848e+00
3.051351351351351049e+00,1.000000000000000000e+00,6.558170093277911228e+00
3.070270270270269997e+00,1.000000000000000000e+00,6.565815438871108078e+00
3.089189189189188500e+00,1.000000000000000000e+00,6.572616787487989498e+00
3.108108108108107448e+00,1.000000000000000000e+00,6.578585561849195074e+00
3.127027027027026396e+00,1.000000000000000000e+00,6.583733189352922288e+00
3.145945945945945343e+00,1.000000000000000000e+00,6.588071097682240307e+00
3.164864864864864291e+00,1.000000000000000000e+00,6.591610710556611075e+00
3.183783783783783239e+00,1.000000000000000000e+00,6.594363443624170706e+00
3.202702702702702187e+00,1.000000000000000000e+00,6.596340700490883613e+00
3.221621621621621134e+00,1.000000000000000000e+00,6.597553868883125006e+00
3.240540540540540082e+00,1.000000000000000000e+00,6.598014316940274959e+00
3.259459459459459030e+00,1.000000000000000000e+00,6.597733389634107048e+00
3.278378378378377977e+00,1.000000000000000000e+00,6.596722405311608028e+00
3.297297297297296925e+00,1.000000000000000000e+00,6.594992652358294905e+00
3.316216216216215873e+00,1.000000000000000000e+00,6.592555385978942084e+00
3.335135135135134821e+00,1.000000000000000000e+00,6.589421825092842688e+00
3.354054054054053768e+00,1.000000000000000000e+00,6.585603149340757412e+00
3.372972972972972716e+00,1.000000000000000000e+00,6.581110496200815341e+00
3.391891891891891664e+00,1.000000000000000000e+00,6.575954958210668444e+00
3.410810810810810167e+00,1.000000000000000000e+00,6.570147580293280498e+00
3.429729729729729115e+00,1.000000000000000000e+00,6.563699357183923055e+00
3.448648648648648063e+00,1.000000000000000000e+00,6.556621230955750335e+00
3.467567567567567011e+00,1.000000000000000000e+00,6.548924088641684627e+00
3.486486486486485958e+00,1.000000000000000000e+00,6.540618759950157290e+00
3.505405405405404906e+00,1.000000000000000000e+00,6.531716015072520420e+00
3.524324324324323854e+00,1.000000000000000000e+00,6.522226562579756859e+00
3.543243243243242802e+00,1.000000000000000000e+00,6.512161047406467951e+00
3.562162162162161749e+00,1.000000000000000000e+00,6.501530048919854643e+00
3.581081081081080253e+00,1.000000000000000000e+00,6.490344079071745043e+00
3.599999999999999201e+00,1.000000000000000000e+00,6.478613580631468416e+00
3.618918918918918148e+00,1.000000000000000000e+00,6.466348925497779732e+00
3.637837837837837540e+00,1.000000000000000000e+00,6.453560413087702230e+00
3.656756756756756488e+00,1.000000000000000000e+00,6.440258268800521435e+00
3.675675675675675436e+00,1.000000000000000000e+00,6.426452642554951744e+00
3.694594594594594383e+00,1.000000000000000000e+00,6.412153607397782729e+00
3.713513513513513331e+00,1.000000000000000000e+00,6.397371158182039608e+00
3.732432432432432279e+00,1.000000000000000000e+00,6.382115210313124010e+00
3.751351351351350782e+00,1.000000000000000000e+00,6.366395598561016556e+00
3.770270270270269730e+00,1.000000000000000000e+00,6.350222075936980737e+00
3.789189189189188678e+00,1.000000000000000000e+00,6.333604312633145383e+00
3.808108108108107626e+00,1.000000000000000000e+00,6.316551895023233776e+00
3.827027027027026573e+00,1.000000000000000000e+00,6.299074324722985452e+00
3.845945945945945521e+00,1.000000000000000000e+00,6.281181017708657777e+00
3.864864864864864469e+00,1.000000000000000000e+00,6.262881303492103591e+00
3.883783783783783417e+00,1.000000000000000000e+00,6.244184424350970097e+00
3.902702702702701920e+00,1.000000000000000000e+00,6.225099534612512642e+00
3.921621621621621312e+00,1.000000000000000000e+00,6.205635699989643150e+00
3.940540540540540260e+00,1.000000000000000000e+00,6.185801896967790370e+00
3.959459459459459207e+00,1.000000000000000000e+00,6.165607012241191676e+00
3.978378378378378155e+00,1.000000000000000000e+00,6.145059842197333033e+00
3.997297297297297103e+00,1.000000000000000000e+00,6.124169092448140894e+00
4.016216216216216495e+00,1.000000000000000000e+00,6.102943377406687020e+00
4.035135135135135442e+00,1.000000000000000000e+00,6.081391219908121926e+00
4.054054054054054390e+00,1.000000000000000000e+00,6.059521050873636128e+00
4.072972972972973338e+00,1.000000000000000000e+00,6.037341209016135579e+00
4.091891891891892286e+00,1.000000000000000000e+00,6.014859940586589460e+00
4.110810810810811233e+00,1.000000000000000000e+00,5.992085399159747361e+00
4.129729729729730181e+00,1.000000000000000000e+00,5.969025645458139628e+00
4.148648648648648241e+00,1.000000000000000000e+00,5.945688647213271949e+00
4.167567567567567188e+00,1.000000000000000000e+00,5.922082279062862220e+00
4.186486486486486136e+00,1.000000000000000000e+00,5.898214322483049443e+00
4.205405405405405084e+00,1.000000000000000000e+00,5.874092465754577219e+00
4.224324324324324031e+00,1.000000000000000000e+00,5.849724303961814087e+00
4.243243243243242979e+00,1.000000000000000000e+00,5.825117339023752727e+00
4.262162162162161927e+00,1.000000000000000000e+00,5.800278979755812969e+00
4.281081081081080875e+00,1.000000000000000000e+00,5.775216541961633254e+00
4.299999999999999822e+00,1.000000000000000000e+00,5.749937248553836255e+00
4.318918918918918770e+00,1.000000000000000000e+00,5.724448229702800539e+00
4.337837837837837718e+00,1.000000000000000000e+00,5.698756523012629138e+00
4.356756756756756666e+00,1.000000000000000000e+00,5.672869073723299849e+00
4.375675675675675613e+00,1.000000000000000000e+00,5.646792734938221869e+00
4.394594594594594561e+00,1.000000000000000000e+00,5.620534267876311496e+00
4.413513513513513509e+00,1.000000000000000000e+00,5.594100342147716454e+00
4.432432432432432456e+00,1.000000000000000000e+00,5.567497536052417040e+00
4.451351351351351404e+00,1.000000000000000000e+00,5.540732336900900279e+00
4.470270270270269464e+00,1.000000000000000000e+00,5.513811141356058876e+00
4.489189189189188411e+00,1.000000000000000000e+00,5.486740255795653276e+00
4.508108108108107359e+00,1.000000000000000000e+00,5.459525896694485070e+00
4.527027027027026307e+00,1.000000000000000000e+00,5.432174191025623600e+00
4.545945945945945255e+00,1.000000000000000000e+00,5.404691176679895293e+00
4.564864864864864202e+00,1.000000000000000000e+00,5.377082802903026426e+00
4.583783783783783150e+00,1.000000000000000000e+00,5.349354930749660397e+00
4.602702702702702098e+00,1.000000000000000000e+00,5.321513333553634872e+00
4.621621621621621934e+00,1.000000000000000000e+00,5.293563697413849134e+00
4.640540540540540881e+00,1.000000000000000000e+00,5.265511621695083910e+00
4.659459459459459829e+00,1.000000000000000000e+00,5.237362619543105779e+00
4.678378378378378777e+00,1.000000000000000000e+00,5.209122118413569424e+00
4.697297297297297725e+00,1.000000000000000000e+00,5.180795460613926373e+00
4.716216216216216672e+00,1.000000000000000000e+00,5.152387903857938767e+00
4.735135135135135620e+00,1.000000000000000000e+00,5.123904621832134687e+00
4.754054054054054568e+00,1.000000000000000000e+00,5.095350704773656147e+00
4.772972972972973515e+00,1.000000000000000000e+00,5.066731160058971284e+00
4.791891891891891575e+00,1.000000000000000000e+00,5.038050912802936487e+00
4.810810810810810523e+00,1.000000000000000000e+00,5.009314806467659587e+00
4.829729729729729470e+00,1.000000000000000000e+00,4.980527603480669363e+00
4.848648648648648418e+00,1.000000000000000000e+00,4.951693985861913561e+00
4.867567567567567366e+00,1.000000000000000000e+00,4.922818555859098666e+00
4.886486486486486314e+00,1.000000000000000000e+00,4.893905836590882963e+00
4.905405405405405261e+00,1.000000000000000000e+00,4.864960272697508969e+00
4.924324324324324209e+00,1.000000000000000000e+00,4.835986230998380542e+00
4.943243243243243157e+00,1.000000000000000000e+00,4.806988001156215162e+00
4.962162162162162105e+00,1.000000000000000000e+00,4.777969796347262488e+00
4.981081081081081052e+00,1.000000000000000000e+00,4.748935753937269411e+00
5.000000000000000000e+00,1.000000000000000000e+00,4.719889936162731559e+00
5.018918918918918948e+00,1.000000000000000000e+00,4.690836330817051092e+00
5.037837837837837895e+00,1.000000000000000000e+00,4.661778851941265067e+00
5.056756756756756843e+00,1.000000000000000000e+00,4.632721340518883402e+00
5.075675675675675791e+00,1.000000000000000000e+00,4.603667565174590415e+00
5.094594594594594739e+00,1.000000000000000000e+00,4.574621222876365856e+00
5.113513513513512798e+00,1.000000000000000000e+00,4.545585939640741202e+00
5.132432432432431746e+00,1.000000000000000000e+00,4.516565271240828849e+00
5.151351351351350694e+00,1.000000000000000000e+00,4.487562703916841755e+00
5.170270270270269641e+00,1.000000000000000000e+00,4.458581655088742934e+00
5.189189189189188589e+00,1.000000000000000000e+00,4.429625474070759239e+00
5.208108108108107537e+00,1.000000000000000000e+00,4.400697442787432578e+00
5.227027027027026485e+00,1.000000000000000000e+00,4.371800776490980311e+00
5.245945945945945432e+00,1.000000000000000000e+00,4.342938624479611320e+00
5.264864864864864380e+00,1.000000000000000000e+00,4.314114070816575719e+00
5.283783783783783328e+00,1.000000000000000000e+00,4.285330135049688849e+00
5.302702702702702275e+00,1.000000000000000000e+00,4.256589772931054227e+00
5.321621621621621223e+00,1.000000000000000000e+00,4.227895877136763403e+00
5.340540540540540171e+00,1.000000000000000000e+00,4.199251277986292052e+00
5.359459459459459119e+00,1.000000000000000000e+00,4.170658744161431564e+00
5.378378378378378066e+00,1.000000000000000000e+00,4.142120983424466552e+00
5.397297297297297902e+00,1.000000000000000000e+00,4.113640643335412683e+00
5.416216216216216850e+00,1.000000000000000000e+00,4.085220311968115858e+00
5.435135135135134909e+00,1.000000000000000000e+00,4.056862518624977376e+00
5.454054054054053857e+00,1.000000000000000000e+00,4.028569734550140780e+00
5.472972972972972805e+00,1.000000000000000000e+00,4.000344373640944085e+00
5.491891891891891753e+00,1.000000000000000000e+00,3.972188793157432229e+00
5.510810810810810700e+00,1.000000000000000000e+00,3.944105294429799624e+00
5.529729729729729648e+00,1.000000000000000000e+00,3.916096123563529208e+00
5.548648648648648596e+00,1.000000000000000000e+00,3.888163472142140531e+00
5.567567567567567544e+00,1.000000000000000000e+00,3.860309477927307054e+00
5.586486486486486491e+00,1.000000000000000000e+00,3.832536225556269827e+00
5.605405405405405439e+00,1.000000000000000000e+00,3.804845747236333509e+00
5.624324324324324387e+00,1.000000000000000000e+00,3.777240023436333249e+00
5.643243243243243334e+00,1.000000000000000000e+00,3.749720983574968081e+00
5.662162162162162282e+00,1.000000000000000000e+00,3.722290506705787205e+00
5.681081081081081230e+00,1.000000000000000000e+00,3.694950422198800766e+00
5.700000000000000178e+00,1.000000000000000000e+00,3.667702510418514361e+00
5.718918918918919125e+00,1.000000000000000000e+00,3.640548503398327362e+00
5.737837837837838073e+00,1.000000000000000000e+00,3.613490085511148031e+00
5.756756756756756133e+00,1.000000000000000000e+00,3.586528894136135293e+00
5.775675675675675080e+00,1.000000000000000000e+00,3.559666520321472127e+00
5.794594594594594028e+00,1.000000000000000000e+00,3.532904509443068886e+00
5.813513513513512976e+00,1.000000000000000000e+00,3.506244361859065517e+00
5.832432432432431924e+00,1.000000000000000000e+00,3.479687533560135826e+00
5.851351351351350871e+00,1.000000000000000000e+00,3.453235436815405013e+00
5.870270270270269819e+00,1.000000000000000000e+00,3.426889440813961851e+00
5.889189189189188767e+00,1.000000000000000000e+00,3.400650872301889116e+00
5.908108108108107714e+00,1.000000000000000000e+00,3.374521016214710123e+00
5.927027027027026662e+00,1.000000000000000000e+00,3.348501116305205194e+00
5.945945945945945610e+00,1.000000000000000000e+00,3.322592375766519890e+00
5.964864864864864558e+00,1.000000000000000000e+00,3.296795957850521042e+00
5.983783783783783505e+00,1.000000000000000000e+00,3.271112986481328644e+00
6.002702702702702453e+00,1.000000000000000000e+00,3.245544546863954771e+00
6.021621621621621401e+00,1.000000000000000000e+00,3.220091686088049521e+00
6.040540540540540349e+00,1.000000000000000000e+00,3.194755413726639404e+00
6.059459459459459296e+00,1.000000000000000000e+00,3.169536702429866626e+00
6.078378378378377356e+00,1.000000000000000000e+00,3.144436488513647543e+00
6.097297297297296303e+00,1.000000000000000000e+00,3.119455672543261837e+00
6.116216216216215251e+00,1.000000000000000000e+00,3.094595119911768055e+00
6.135135135135134199e+00,1.000000000000000000e+00,3.069855661413272596e+00
6.154054054054053147e+00,1.000000000000000000e+00,3.045238093810999747e+00
6.172972972972972983e+00,1.000000000000000000e+00,3.020743180400115246e+00
6.191891891891891930e+00,1.000000000000000000e+00,2.996371651565315375e+00
6.210810810810810878e+00,1.000000000000000000e+00,2.972124205333129598e+00
6.229729729729729826e+00,1.000000000000000000e+00,2.948001507918926567e+00
6.248648648648648773e+00,1.000000000000000000e+00,2.924004194268624790e+00
6.267567567567567721e+00,1.000000000000000000e+00,2.900132868595032498e+00
6.286486486486486669e+00,1.000000000000000000e+00,2.876388104908896626e+00
6.305405405405405617e+00,1.000000000000000000e+00,2.852770447544553445e+00
6.324324324324324564e+00,1.000000000000000000e+00,2.829280411680237695e+00
6.343243243243243512e+00,1.000000000000000000e+00,2.805918483853019563e+00
6.362162162162162460e+00,1.000000000000000000e+00,2.782685122468365968e+00
6.381081081081081408e+00,1.000000000000000000e+00,2.759580758304309711e+00
6.399999999999999467e+00,1.000000000000000000e+00,2.736605795010265130e+00
6.418918918918918415e+00,1.000000000000000000e+00,2.713760609600425422e+00
6.437837837837837363e+00,1.000000000000000000e+00,2.691045552941843333e+00
6.456756756756756310e+00,1.000000000000000000e+00,2.668460950237064200e+00
6.475675675675675258e+00,1.000000000000000000e+00,2.646007101501450798e+00
6.494594594594594206e+00,1.000000000000000000e+00,2.623684282035122717e+00
6.513513513513513153e+00,1.000000000000000000e+00,2.601492742889541798e+00
6.532432432432432101e+00,1.000000000000000000e+00,2.579432711328772054e+00
6.551351351351351049e+00,1.000000000000000000e+00,2.557504391285384759e+00
6.570270270270269997e+00,1.000000000000000000e+00,2.535707963811079324e+00
6.589189189189188944e+00,1.000000000000000000e+00,2.514043587521971101e+00
6.608108108108107892e+00,1.000000000000000000e+00,2.492511399038606079e+00
6.627027027027026840e+00,1.000000000000000000e+00,2.471111513420714001e+00
6.645945945945945788e+00,1.000000000000000000e+00,2.449844024596687930e+00
6.664864864864864735e+00,1.000000000000000000e+00,2.428709005787857755e+00
6.683783783783783683e+00,1.000000000000000000e+00,2.407706509927520777e+00
6.702702702702702631e+00,1.000000000000000000e+00,2.386836570074811981e+00
6.721621621621620690e+00,1.000000000000000000e+00,2.366099199823384236e+00
6.740540540540539638e+00,1.000000000000000000e+00,2.345494393704947278e+00
6.759459459459458586e+00,1.000000000000000000e+00,2.325022127587704990e+00
6.778378378378377533e+00,1.000000000000000000e+00,2.304682359069661679e+00
6.797297297297296481e+00,1.000000000000000000e+00,2.284475027866890162e+00
6.816216216216215429e+00,1.000000000000000000e+00,2.264400056196745670e+00
6.835135135135134377e+00,1.000000000000000000e+00,2.244457349156062431e+00
6.854054054054053324e+00,1.000000000000000000e+00,2.224646795094367580e+00
6.872972972972972272e+00,1.000000000000000000e+00,2.204968265982147457e+00
6.891891891891891220e+00,1.000000000000000000e+00,2.185421617774164993e+00
6.910810810810810167e+00,1.000000000000000000e+00,2.166006690767898313e+00
6.929729729729729115e+00,1.000000000000000000e+00,2.146723309957120573e+00
6.948648648648648951e+00,1.000000000000000000e+00,2.127571285380623678e+00
6.967567567567567899e+00,1.000000000000000000e+00,2.108550412466160484e+00
6.986486486486486847e+00,1.000000000000000000e+00,2.089660472369616606e+00
7.005405405405405794e+00,1.000000000000000000e+00,2.070901232309446893e+00
7.024324324324324742e+00,1.000000000000000000e+00,2.052272445896403230e+00
7.043243243243242802e+00,1.000000000000000000e+00,2.033773853458620717e+00
7.062162162162161749e+00,1.000000000000000000e+00,2.015405182362039582e+00
7.081081081081080697e+00,1.000000000000000000e+00,1.997166147326270957e+00
7.099999999999999645e+00,1.000000000000000000e+00,1.979056450735869221e+00
7.118918918918918592e+00,1.000000000000000000e+00,1.961075782947113932e+00
7.137837837837837540e+00,1.000000000000000000e+00,1.943223822590261829e+00
7.156756756756756488e+00,1.000000000000000000e+00,1.925500236867404791e+00
7.175675675675675436e+00,1.000000000000000000e+00,1.907904681845868478e+00
7.194594594594594383e+00,1.000000000000000000e+00,1.890436802747256895e+00
7.213513513513513331e+00,1.000000000000000000e+00,1.873096234232162205e+00
7.232432432432432279e+00,1.000000000000000000e+00,1.855882600680565098e+00
7.251351351351351227e+00,1.000000000000000000e+00,1.838795516467978119e+00
7.270270270270270174e+00,1.000000000000000000e+00,1.821834586237364384e+00
7.289189189189189122e+00,1.000000000000000000e+00,1.804999405166881177e+00
7.308108108108108070e+00,1.000000000000000000e+00,1.788289559233462223e+00
7.327027027027027017e+00,1.000000000000000000e+00,1.771704625472301009e+00
7.345945945945945965e+00,1.000000000000000000e+00,1.755244172232268918e+00
7.364864864864864913e+00,1.000000000000000000e+00,1.738907759427296806e+00
7.383783783783782972e+00,1.000000000000000000e+00,1.722694938783773333e+00
7.402702702702701920e+00,1.000000000000000000e+00,1.706605254083982226e+00
7.421621621621620868e+00,1.000000000000000000e+00,1.690638241405642006e+00
7.440540540540539816e+00,1.000000000000000000e+00,1.674793429357559482e+00
7.459459459459458763e+00,1.000000000000000000e+00,1.659070339311463194e+00
7.478378378378377711e+00,1.000000000000000000e+00,1.643468485630026787e+00
7.497297297297296659e+00,1.000000000000000000e+00,1.627987375891152055e+00
7.516216216216215606e+00,1.000000000000000000e+00,1.612626511108534277e+00
7.535135135135134554e+00,1.000000000000000000e+00,1.597385385948542513e+00
7.554054054054053502e+00,1.000000000000000000e+00,1.582263488943475238e+00
7.572972972972972450e+00,1.000000000000000000e+00,1.567260302701213082e+00
7.591891891891891397e+00,1.000000000000000000e+00,1.552375304111308418e+00
7.610810810810810345e+00,1.000000000000000000e+00,1.537607964547568429e+00
7.629729729729729293e+00,1.000000000000000000e+00,1.522957750067144511e+00
7.648648648648648241e+00,1.000000000000000000e+00,1.508424121606190660e+00
7.667567567567567188e+00,1.000000000000000000e+00,1.494006535172113459e+00
7.686486486486486136e+00,1.000000000000000000e+00,1.479704442032465206e+00
7.705405405405404196e+00,1.000000000000000000e+00,1.465517288900503257e+00
7.724324324324324031e+00,1.000000000000000000e+00,1.451444518117467108e+00
7.743243243243242979e+00,1.000000000000000000e+00,1.437485567831612077e+00
7.762162162162161927e+00,1.000000000000000000e+00,1.423639872174028875e+00
7.781081081081080875e+00,1.000000000000000000e+00,1.409906861431288183e+00
7.799999999999999822e+00,1.000000000000000000e+00,1.396285962214958376e+00
7.818918918918917882e+00,1.000000000000000000e+00,1.382776597628022852e+00
7.837837837837837718e+00,1.000000000000000000e+00,1.369378187428236693e+00
7.856756756756755777e+00,1.000000000000000000e+00,1.356090148188474842e+00
7.875675675675675613e+00,1.000000000000000000e+00,1.342911893454072914e+00
7.894594594594593673e+00,1.000000000000000000e+00,1.329842833897252774e+00
7.913513513513511732e+00,1.000000000000000000e+00,1.316882377468607146e+00
7.932432432432431568e+00,1.000000000000000000e+00,1.304029929545725608e+00
7.951351351351349628e+00,1.000000000000000000e+00,1.291284893078995522e+00
7.970270270270269464e+00,1.000000000000000000e+00,1.278646668734574554e+00
7.989189189189187523e+00,1.000000000000000000e+00,1.266114655034620284e+00
8.008108108108107359e+00,1.000000000000000000e+00,1.253688248494784219e+00
8.027027027027024531e+00,1.000000000000000000e+00,1.241366843759013738e+00
8.045945945945945255e+00,1.000000000000000000e+00,1.229149833731686625e+00
8.064864864864862426e+00,1.000000000000000000e+00,1.217036609707141448e+00
8.083783783783783150e+00,1.000000000000000000e+00,1.205026561496598259e+00
8.102702702702702098e+00,1.000000000000000000e+00,1.193119077552546869e+00
8.121621621621621046e+00,1.000000000000000000e+00,1.181313545090593387e+00
8.140540540540539993e+00,1.000000000000000000e+00,1.169609350208845377e+00
8.159459459459458941e+00,1.000000000000000000e+00,1.158005878004823463e+00
8.178378378378377889e+00,1.000000000000000000e+00,1.146502512689973718e+00
8.197297297297295060e+00,1.000000000000000000e+00,1.135098637701780433e+00
8.216216216216215784e+00,1.000000000000000000e+00,1.123793635813537861e+00
8.235135135135132955e+00,1.000000000000000000e+00,1.112586889241803600e+00
8.254054054054053680e+00,1.000000000000000000e+00,1.101477779751552477e+00
8.272972972972970851e+00,1.000000000000000000e+00,1.090465688759099772e+00
8.291891891891891575e+00,1.000000000000000000e+00,1.079549997432775799e+00
8.310810810810808746e+00,1.000000000000000000e+00,1.068730086791437328e+00
8.329729729729729470e+00,1.000000000000000000e+00,1.058005337800793200e+00
8.348648648648646642e+00,1.000000000000000000e+00,1.047375131467630727e+00
8.367567567567567366e+00,1.000000000000000000e+00,1.036838848931920465e+00
8.386486486486484537e+00,1.000000000000000000e+00,1.026395871556872841e+00
8.405405405405405261e+00,1.000000000000000000e+00,1.016045581016948418e+00
8.424324324324322433e+00,1.000000000000000000e+00,1.005787359383868429e+00
8.443243243243243157e+00,1.000000000000000000e+00,9.956205892106456679e-01
8.462162162162160328e+00,1.000000000000000000e+00,9.855446536136760471e-01
8.481081081081081052e+00,1.000000000000000000e+00,9.755589363529014735e-01
8.499999999999998224e+00,1.000000000000000000e+00,9.656628219100983346e-01
8.518918918918917171e+00,1.000000000000000000e+00,9.558556955652952603e-01
8.537837837837836119e+00,1.000000000000000000e+00,9.461369434713654547e-01
8.556756756756755067e+00,1.000000000000000000e+00,9.365059527268174699e-01
8.575675675675674015e+00,1.000000000000000000e+00,9.269621114468041823e-01
8.594594594594592962e+00,1.000000000000000000e+00,9.175048088323920492e-01
8.613513513513511910e+00,1.000000000000000000e+00,9.081334352381033037e-01
8.632432432432430858e+00,1.000000000000000000e+00,8.988473822377700539e-01
